Points:0,Points:1,U:0,U:1,p
2.2748,-3.6374,1.1543,-0.0096741,-0.0552
2.3429,-3.6374,1.1547,-0.0086851,-0.055553
2.411,-3.6374,1.1549,-0.0077189,-0.055843
2.4792,-3.6374,1.1552,-0.0067764,-0.056074
2.5473,-3.6374,1.1553,-0.0058581,-0.056246
2.6154,-3.6374,1.1554,-0.0049648,-0.056363
2.6836,-3.6374,1.1555,-0.0040969,-0.056427
2.7517,-3.6374,1.1555,-0.0032548,-0.056438
2.8198,-3.6374,1.1555,-0.0024389,-0.0564
2.888,-3.6374,1.1555,-0.0016493,-0.056315
2.9561,-3.6374,1.1553,-0.00088626,-0.056184
3.0242,-3.6374,1.1552,-0.00014977,-0.056009
3.0923,-3.6374,1.155,0.00056012,-0.055793
3.1605,-3.6374,1.1548,0.0012435,-0.055538
3.2286,-3.6374,1.1546,0.0019005,-0.055245
3.2967,-3.6374,1.1543,0.0025312,-0.054917
3.3649,-3.6374,1.154,0.0031359,-0.054555
3.433,-3.6374,1.1536,0.0037149,-0.054161
3.5011,-3.6374,1.1533,0.0042686,-0.053736
3.5693,-3.6374,1.1529,0.0047972,-0.053284
3.6374,-3.6374,1.1525,0.0053011,-0.052805
3.7055,-3.6374,1.152,0.0057809,-0.0523
3.7737,-3.6374,1.1516,0.0062369,-0.051773
3.8418,-3.6374,1.1511,0.0066697,-0.051223
3.9099,-3.6374,1.1506,0.0070797,-0.050653
3.978,-3.6374,1.1501,0.0074675,-0.050065
4.0462,-3.6374,1.1496,0.0078337,-0.049458
4.1143,-3.6374,1.149,0.0081787,-0.048836
4.1824,-3.6374,1.1485,0.0085033,-0.048199
4.2506,-3.6374,1.1479,0.0088078,-0.047548
4.3187,-3.6374,1.1474,0.009093,-0.046885
4.3868,-3.6374,1.1468,0.0093595,-0.04621
4.455,-3.6374,1.1462,0.0096078,-0.045526
4.5231,-3.6374,1.1456,0.0098385,-0.044832
4.5912,-3.6374,1.145,0.010052,-0.04413
4.6593,-3.6374,1.1443,0.01025,-0.043421
4.7275,-3.6374,1.1437,0.010431,-0.042706
4.7956,-3.6374,1.1431,0.010598,-0.041986
4.8637,-3.6374,1.1424,0.01075,-0.041261
4.9319,-3.6374,1.1418,0.010888,-0.040532
5,-3.6374,1.1412,0.01101,-0.039815
0.84405,-3.7055,1.1305,-0.031038,-0.029672
0.91218,-3.7055,1.1322,-0.030159,-0.031617
0.98031,-3.7055,1.1339,-0.029157,-0.033363
1.0484,-3.7055,1.1355,-0.028129,-0.035108
1.1166,-3.7055,1.1371,-0.027082,-0.036829
1.1847,-3.7055,1.1385,-0.026022,-0.038463
1.2528,-3.7055,1.1399,-0.024952,-0.040008
1.321,-3.7055,1.1413,-0.023875,-0.041476
1.3891,-3.7055,1.1425,-0.022793,-0.042867
1.4572,-3.7055,1.1437,-0.02171,-0.044179
1.5253,-3.7055,1.1448,-0.020626,-0.045412
1.5935,-3.7055,1.1459,-0.019545,-0.046568
1.6616,-3.7055,1.1469,-0.01847,-0.047646
1.7297,-3.7055,1.1478,-0.017401,-0.048648
1.7979,-3.7055,1.1486,-0.016341,-0.049576
1.866,-3.7055,1.1494,-0.015291,-0.050429
1.9341,-3.7055,1.1501,-0.014254,-0.051209
2.0023,-3.7055,1.1507,-0.013231,-0.051919
2.0704,-3.7055,1.1513,-0.012224,-0.052559
2.1385,-3.7055,1.1519,-0.011233,-0.05313
2.2067,-3.7055,1.1523,-0.010261,-0.053635
2.2748,-3.7055,1.1527,-0.0093074,-0.054076
2.3429,-3.7055,1.1531,-0.0083741,-0.054454
2.411,-3.7055,1.1534,-0.0074618,-0.05477
2.4792,-3.7055,1.1536,-0.0065714,-0.055028
2.5473,-3.7055,1.1538,-0.0057035,-0.055228
2.6154,-3.7055,1.1539,-0.0048586,-0.055374
2.6836,-3.7055,1.154,-0.0040374,-0.055466
2.7517,-3.7055,1.1541,-0.0032401,-0.055506
2.8198,-3.7055,1.1541,-0.0024672,-0.055498
2.888,-3.7055,1.1541,-0.0017188,-0.055442
2.9561,-3.7055,1.154,-0.00099519,-0.055341
3.0242,-3.7055,1.1539,-0.00029637,-0.055196
3.0923,-3.7055,1.1537,0.00037761,-0.05501
3.1605,-3.7055,1.1535,0.0010268,-0.054784
3.2286,-3.7055,1.1533,0.0016512,-0.05452
3.2967,-3.7055,1.153,0.0022511,-0.054221
3.3649,-3.7055,1.1528,0.0028265,-0.053888
3.433,-3.7055,1.1524,0.0033779,-0.053522
3.5011,-3.7055,1.1521,0.0039053,-0.053126
3.5693,-3.7055,1.1517,0.0044093,-0.052701
3.6374,-3.7055,1.1514,0.0048901,-0.052249
3.7055,-3.7055,1.1509,0.005348,-0.051772
3.7737,-3.7055,1.1505,0.0057837,-0.05127
3.8418,-3.7055,1.1501,0.0061974,-0.050746
3.9099,-3.7055,1.1496,0.0065896,-0.050201
3.978,-3.7055,1.1491,0.0069609,-0.049637
4.0462,-3.7055,1.1486,0.0073117,-0.049055
4.1143,-3.7055,1.1481,0.0076425,-0.048455
4.1824,-3.7055,1.1475,0.0079539,-0.047841
4.2506,-3.7055,1.147,0.0082465,-0.047212
4.3187,-3.7055,1.1464,0.0085207,-0.04657
4.3868,-3.7055,1.1459,0.0087772,-0.045916
4.455,-3.7055,1.1453,0.0090164,-0.045251
4.5231,-3.7055,1.1447,0.009239,-0.044576
4.5912,-3.7055,1.1441,0.0094455,-0.043893
4.6593,-3.7055,1.1435,0.0096364,-0.043202
4.7275,-3.7055,1.1429,0.0098124,-0.042504
4.7956,-3.7055,1.1423,0.009974,-0.0418
4.8637,-3.7055,1.1417,0.010122,-0.041091
4.9319,-3.7055,1.141,0.010256,-0.040378
5,-3.7055,1.1404,0.010376,-0.039675
0.84405,-3.7737,1.1289,-0.029264,-0.028545
0.91218,-3.7737,1.1306,-0.028445,-0.030455
0.98031,-3.7737,1.1323,-0.02751,-0.032195
1.0484,-3.7737,1.1339,-0.026551,-0.033927
1.1166,-3.7737,1.1354,-0.025575,-0.035633
1.1847,-3.7737,1.1369,-0.024585,-0.037255
1.2528,-3.7737,1.1383,-0.023586,-0.038793
1.321,-3.7737,1.1396,-0.02258,-0.040255
1.3891,-3.7737,1.1409,-0.021569,-0.041644
1.4572,-3.7737,1.1421,-0.020555,-0.042956
1.5253,-3.7737,1.1432,-0.019542,-0.044192
1.5935,-3.7737,1.1442,-0.01853,-0.045353
1.6616,-3.7737,1.1452,-0.017522,-0.046439
1.7297,-3.7737,1.1461,-0.016521,-0.047451
1.7979,-3.7737,1.147,-0.015527,-0.04839
1.866,-3.7737,1.1478,-0.014543,-0.049257
1.9341,-3.7737,1.1485,-0.01357,-0.050053
2.0023,-3.7737,1.1491,-0.012609,-0.050779
2.0704,-3.7737,1.1497,-0.011663,-0.051437
2.1385,-3.7737,1.1503,-0.010732,-0.052029
2.2067,-3.7737,1.1508,-0.0098175,-0.052555
2.2748,-3.7737,1.1512,-0.0089205,-0.053018
2.3429,-3.7737,1.1516,-0.008042,-0.053419
2.411,-3.7737,1.1519,-0.0071828,-0.05376
2.4792,-3.7737,1.1521,-0.0063438,-0.054042
2.5473,-3.7737,1.1523,-0.0055256,-0.054268
2.6154,-3.7737,1.1525,-0.0047287,-0.05444
2.6836,-3.7737,1.1526,-0.0039537,-0.054558
2.7517,-3.7737,1.1527,-0.0032009,-0.054626
2.8198,-3.7737,1.1527,-0.0024707,-0.054645
2.888,-3.7737,1.1527,-0.0017634,-0.054616
2.9561,-3.7737,1.1527,-0.001079,-0.054543
3.0242,-3.7737,1.1526,-0.00041782,-0.054426
3.0923,-3.7737,1.1524,0.00022022,-0.054267
3.1605,-3.7737,1.1523,0.0008351,-0.054069
3.2286,-3.7737,1.1521,0.0014269,-0.053833
3.2967,-3.7737,1.1519,0.0019957,-0.053561
3.3649,-3.7737,1.1516,0.0025417,-0.053255
3.433,-3.7737,1.1513,0.003065,-0.052916
3.5011,-3.7737,1.151,0.0035661,-0.052546
3.5693,-3.7737,1.1507,0.004045,-0.052147
3.6374,-3.7737,1.1503,0.0045022,-0.051721
3.7055,-3.7737,1.1499,0.004938,-0.051268
3.7737,-3.7737,1.1495,0.0053528,-0.050791
3.8418,-3.7737,1.1491,0.0057469,-0.050291
3.9099,-3.7737,1.1486,0.0061209,-0.04977
3.978,-3.7737,1.1481,0.0064751,-0.049229
4.0462,-3.7737,1.1477,0.0068101,-0.048669
4.1143,-3.7737,1.1472,0.0071262,-0.048091
4.1824,-3.7737,1.1466,0.007424,-0.047498
4.2506,-3.7737,1.1461,0.007704,-0.04689
4.3187,-3.7737,1.1456,0.0079667,-0.046268
4.3868,-3.7737,1.145,0.0082126,-0.045633
4.455,-3.7737,1.1445,0.0084422,-0.044987
4.5231,-3.7737,1.1439,0.0086561,-0.044331
4.5912,-3.7737,1.1433,0.0088548,-0.043665
4.6593,-3.7737,1.1427,0.0090387,-0.042991
4.7275,-3.7737,1.1421,0.0092085,-0.042309
4.7956,-3.7737,1.1415,0.0093646,-0.041621
4.8637,-3.7737,1.1409,0.0095075,-0.040927
4.9319,-3.7737,1.1403,0.0096378,-0.040228
5,-3.7737,1.1397,0.009754,-0.039539
0.84405,-3.8418,1.1275,-0.027513,-0.027497
0.91218,-3.8418,1.1291,-0.026751,-0.029375
0.98031,-3.8418,1.1308,-0.025882,-0.031108
1.0484,-3.8418,1.1324,-0.024989,-0.032828
1.1166,-3.8418,1.1339,-0.02408,-0.034518
1.1847,-3.8418,1.1353,-0.023159,-0.036129
1.2528,-3.8418,1.1367,-0.022228,-0.037659
1.321,-3.8418,1.138,-0.02129,-0.039117
1.3891,-3.8418,1.1393,-0.020347,-0.040503
1.4572,-3.8418,1.1405,-0.019401,-0.041815
1.5253,-3.8418,1.1416,-0.018455,-0.043053
1.5935,-3.8418,1.1427,-0.017511,-0.044218
1.6616,-3.8418,1.1436,-0.01657,-0.045311
1.7297,-3.8418,1.1446,-0.015633,-0.046331
1.7979,-3.8418,1.1454,-0.014704,-0.04728
1.866,-3.8418,1.1462,-0.013784,-0.048159
1.9341,-3.8418,1.147,-0.012873,-0.048969
2.0023,-3.8418,1.1476,-0.011974,-0.049711
2.0704,-3.8418,1.1482,-0.011087,-0.050386
2.1385,-3.8418,1.1488,-0.010214,-0.050996
2.2067,-3.8418,1.1493,-0.0093566,-0.051541
2.2748,-3.8418,1.1497,-0.008515,-0.052024
2.3429,-3.8418,1.1501,-0.0076904,-0.052447
2.411,-3.8418,1.1505,-0.0068836,-0.05281
2.4792,-3.8418,1.1507,-0.0060953,-0.053115
2.5473,-3.8418,1.151,-0.0053262,-0.053365
2.6154,-3.8418,1.1512,-0.0045767,-0.053561
2.6836,-3.8418,1.1513,-0.0038475,-0.053704
2.7517,-3.8418,1.1514,-0.0031389,-0.053797
2.8198,-3.8418,1.1514,-0.0024512,-0.053841
2.888,-3.8418,1.1514,-0.0017847,-0.053838
2.9561,-3.8418,1.1514,-0.0011395,-0.05379
3.0242,-3.8418,1.1514,-0.00051582,-0.053699
3.0923,-3.8418,1.1512,8.63E-05,-0.053566
3.1605,-3.8418,1.1511,0.00066684,-0.053393
3.2286,-3.8418,1.1509,0.0012259,-0.053183
3.2967,-3.8418,1.1507,0.0017635,-0.052936
3.3649,-3.8418,1.1505,0.0022797,-0.052655
3.433,-3.8418,1.1502,0.0027749,-0.052341
3.5011,-3.8418,1.1499,0.0032492,-0.051996
3.5693,-3.8418,1.1496,0.0037029,-0.051622
3.6374,-3.8418,1.1493,0.0041361,-0.051219
3.7055,-3.8418,1.1489,0.0045494,-0.05079
3.7737,-3.8418,1.1485,0.0049429,-0.050336
3.8418,-3.8418,1.1481,0.0053171,-0.049859
3.9099,-3.8418,1.1477,0.0056724,-0.04936
3.978,-3.8418,1.1472,0.0060091,-0.04884
4.0462,-3.8418,1.1468,0.0063277,-0.048301
4.1143,-3.8418,1.1463,0.0066287,-0.047745
4.1824,-3.8418,1.1458,0.0069124,-0.047171
4.2506,-3.8418,1.1453,0.0071794,-0.046582
4.3187,-3.8418,1.1447,0.00743,-0.045979
4.3868,-3.8418,1.1442,0.0076649,-0.045363
4.455,-3.8418,1.1437,0.0078844,-0.044735
4.5231,-3.8418,1.1431,0.008089,-0.044095
4.5912,-3.8418,1.1425,0.0082793,-0.043446
4.6593,-3.8418,1.142,0.0084557,-0.042788
4.7275,-3.8418,1.1414,0.0086187,-0.042122
4.7956,-3.8418,1.1408,0.0087688,-0.041449
4.8637,-3.8418,1.1402,0.0089065,-0.040769
4.9319,-3.8418,1.1396,0.0090323,-0.040084
5,-3.8418,1.139,0.0091446,-0.039407
0.84405,-3.9099,1.1261,-0.025784,-0.026525
0.91218,-3.9099,1.1277,-0.025077,-0.028374
0.98031,-3.9099,1.1294,-0.02427,-0.030099
1.0484,-3.9099,1.1309,-0.023442,-0.031807
1.1166,-3.9099,1.1324,-0.022598,-0.033483
1.1847,-3.9099,1.1339,-0.021742,-0.035083
1.2528,-3.9099,1.1353,-0.020877,-0.036606
1.321,-3.9099,1.1366,-0.020005,-0.038059
1.3891,-3.9099,1.1378,-0.019128,-0.039441
1.4572,-3.9099,1.139,-0.018249,-0.040753
1.5253,-3.9099,1.1401,-0.017368,-0.041992
1.5935,-3.9099,1.1412,-0.016489,-0.043161
1.6616,-3.9099,1.1422,-0.015612,-0.044259
1.7297,-3.9099,1.1431,-0.014739,-0.045287
1.7979,-3.9099,1.144,-0.013873,-0.046245
1.866,-3.9099,1.1448,-0.013014,-0.047135
1.9341,-3.9099,1.1455,-0.012164,-0.047958
2.0023,-3.9099,1.1462,-0.011325,-0.048713
2.0704,-3.9099,1.1468,-0.010497,-0.049404
2.1385,-3.9099,1.1474,-0.0096814,-0.05003
2.2067,-3.9099,1.1479,-0.0088797,-0.050593
2.2748,-3.9099,1.1484,-0.0080926,-0.051095
2.3429,-3.9099,1.1488,-0.0073211,-0.051537
2.411,-3.9099,1.1491,-0.0065658,-0.05192
2.4792,-3.9099,1.1494,-0.0058276,-0.052247
2.5473,-3.9099,1.1497,-0.0051069,-0.052518
2.6154,-3.9099,1.1499,-0.0044045,-0.052736
2.6836,-3.9099,1.15,-0.0037206,-0.052902
2.7517,-3.9099,1.1502,-0.0030558,-0.053018
2.8198,-3.9099,1.1502,-0.0024103,-0.053085
2.888,-3.9099,1.1503,-0.0017844,-0.053106
2.9561,-3.9099,1.1502,-0.0011782,-0.053082
3.0242,-3.9099,1.1502,-0.00059203,-0.053015
3.0923,-3.9099,1.1501,-2.58E-05,-0.052906
3.1605,-3.9099,1.15,0.00052037,-0.052757
3.2286,-3.9099,1.1498,0.0010466,-0.052571
3.2967,-3.9099,1.1497,0.0015528,-0.052348
3.3649,-3.9099,1.1494,0.0020393,-0.05209
3.433,-3.9099,1.1492,0.0025061,-0.0518
3.5011,-3.9099,1.1489,0.0029534,-0.051477
3.5693,-3.9099,1.1486,0.0033814,-0.051126
3.6374,-3.9099,1.1483,0.0037905,-0.050745
3.7055,-3.9099,1.1479,0.0041809,-0.050338
3.7737,-3.9099,1.1476,0.0045528,-0.049906
3.8418,-3.9099,1.1472,0.0049067,-0.04945
3.9099,-3.9099,1.1468,0.0052429,-0.048972
3.978,-3.9099,1.1463,0.0055617,-0.048472
4.0462,-3.9099,1.1459,0.0058635,-0.047953
4.1143,-3.9099,1.1454,0.0061488,-0.047415
4.1824,-3.9099,1.145,0.006418,-0.046861
4.2506,-3.9099,1.1445,0.0066714,-0.04629
4.3187,-3.9099,1.144,0.0069096,-0.045705
4.3868,-3.9099,1.1434,0.0071329,-0.045106
4.455,-3.9099,1.1429,0.0073418,-0.044494
4.5231,-3.9099,1.1424,0.0075367,-0.043871
4.5912,-3.9099,1.1418,0.0077182,-0.043237
4.6593,-3.9099,1.1413,0.0078866,-0.042594
4.7275,-3.9099,1.1407,0.0080424,-0.041943
4.7956,-3.9099,1.1401,0.008186,-0.041283
4.8637,-3.9099,1.1395,0.0083179,-0.040617
4.9319,-3.9099,1.139,0.0084386,-0.039945
5,-3.9099,1.1384,0.0085467,-0.039281
0.84405,-3.978,1.1248,-0.024075,-0.025626
0.91218,-3.978,1.1264,-0.023421,-0.027447
0.98031,-3.978,1.128,-0.022675,-0.029165
1.0484,-3.978,1.1296,-0.021908,-0.030862
1.1166,-3.978,1.1311,-0.021127,-0.032525
1.1847,-3.978,1.1325,-0.020334,-0.034114
1.2528,-3.978,1.1339,-0.019533,-0.03563
1.321,-3.978,1.1352,-0.018725,-0.037077
1.3891,-3.978,1.1365,-0.017912,-0.038457
1.4572,-3.978,1.1376,-0.017097,-0.039767
1.5253,-3.978,1.1388,-0.01628,-0.041007
1.5935,-3.978,1.1398,-0.015464,-0.042179
1.6616,-3.978,1.1408,-0.01465,-0.043282
1.7297,-3.978,1.1417,-0.013839,-0.044316
1.7979,-3.978,1.1426,-0.013034,-0.045283
1.866,-3.978,1.1434,-0.012236,-0.046182
1.9341,-3.978,1.1442,-0.011446,-0.047016
2.0023,-3.978,1.1449,-0.010665,-0.047784
2.0704,-3.978,1.1455,-0.0098942,-0.048488
2.1385,-3.978,1.1461,-0.0091349,-0.049129
2.2067,-3.978,1.1466,-0.0083881,-0.049708
2.2748,-3.978,1.1471,-0.0076547,-0.050227
2.3429,-3.978,1.1475,-0.0069354,-0.050687
2.411,-3.978,1.1479,-0.006231,-0.051089
2.4792,-3.978,1.1482,-0.0055422,-0.051435
2.5473,-3.978,1.1485,-0.0048695,-0.051726
2.6154,-3.978,1.1487,-0.0042135,-0.051965
2.6836,-3.978,1.1489,-0.0035746,-0.052152
2.7517,-3.978,1.149,-0.0029532,-0.052289
2.8198,-3.978,1.1491,-0.0023496,-0.052378
2.888,-3.978,1.1491,-0.0017641,-0.052421
2.9561,-3.978,1.1491,-0.0011969,-0.052419
3.0242,-3.978,1.1491,-0.00064802,-0.052373
3.0923,-3.978,1.149,-0.00011766,-0.052287
3.1605,-3.978,1.1489,0.00039416,-0.05216
3.2286,-3.978,1.1488,0.00088747,-0.051996
3.2967,-3.978,1.1486,0.0013623,-0.051795
3.3649,-3.978,1.1484,0.0018188,-0.051559
3.433,-3.978,1.1482,0.002257,-0.05129
3.5011,-3.978,1.148,0.0026771,-0.050989
3.5693,-3.978,1.1477,0.0030793,-0.050659
3.6374,-3.978,1.1474,0.0034639,-0.050299
3.7055,-3.978,1.1471,0.0038311,-0.049913
3.7737,-3.978,1.1467,0.0041811,-0.049501
3.8418,-3.978,1.1463,0.0045144,-0.049064
3.9099,-3.978,1.1459,0.0048311,-0.048605
3.978,-3.978,1.1455,0.0051316,-0.048125
4.0462,-3.978,1.1451,0.0054163,-0.047624
4.1143,-3.978,1.1446,0.0056856,-0.047104
4.1824,-3.978,1.1442,0.0059398,-0.046567
4.2506,-3.978,1.1437,0.0061793,-0.046014
4.3187,-3.978,1.1432,0.0064045,-0.045445
4.3868,-3.978,1.1427,0.0066158,-0.044862
4.455,-3.978,1.1422,0.0068137,-0.044266
4.5231,-3.978,1.1417,0.0069985,-0.043658
4.5912,-3.978,1.1411,0.0071706,-0.043039
4.6593,-3.978,1.1406,0.0073305,-0.04241
4.7275,-3.978,1.14,0.0074786,-0.041772
4.7956,-3.978,1.1395,0.0076154,-0.041126
4.8637,-3.978,1.1389,0.0077411,-0.040472
4.9319,-3.978,1.1383,0.0078563,-0.039812
5,-3.978,1.1377,0.0079596,-0.039159
0.84405,-4.0462,1.1236,-0.022386,-0.024797
0.91218,-4.0462,1.1252,-0.021782,-0.026592
0.98031,-4.0462,1.1268,-0.021094,-0.028304
1.0484,-4.0462,1.1283,-0.020388,-0.02999
1.1166,-4.0462,1.1298,-0.019667,-0.03164
1.1847,-4.0462,1.1313,-0.018936,-0.033219
1.2528,-4.0462,1.1326,-0.018196,-0.034728
1.321,-4.0462,1.1339,-0.01745,-0.03617
1.3891,-4.0462,1.1352,-0.0167,-0.037546
1.4572,-4.0462,1.1363,-0.015946,-0.038855
1.5253,-4.0462,1.1375,-0.015191,-0.040096
1.5935,-4.0462,1.1385,-0.014437,-0.04127
1.6616,-4.0462,1.1395,-0.013684,-0.042377
1.7297,-4.0462,1.1405,-0.012934,-0.043417
1.7979,-4.0462,1.1413,-0.012189,-0.044391
1.866,-4.0462,1.1422,-0.01145,-0.045299
1.9341,-4.0462,1.1429,-0.010718,-0.046142
2.0023,-4.0462,1.1436,-0.0099945,-0.046922
2.0704,-4.0462,1.1443,-0.0092801,-0.047638
2.1385,-4.0462,1.1449,-0.0085761,-0.048293
2.2067,-4.0462,1.1454,-0.0078833,-0.048887
2.2748,-4.0462,1.1459,-0.0072026,-0.049421
2.3429,-4.0462,1.1463,-0.0065348,-0.049897
2.411,-4.0462,1.1467,-0.0058806,-0.050316
2.4792,-4.0462,1.147,-0.0052405,-0.05068
2.5473,-4.0462,1.1473,-0.0046153,-0.050989
2.6154,-4.0462,1.1476,-0.0040053,-0.051247
2.6836,-4.0462,1.1477,-0.0034109,-0.051453
2.7517,-4.0462,1.1479,-0.0028327,-0.05161
2.8198,-4.0462,1.148,-0.0022707,-0.051719
2.888,-4.0462,1.1481,-0.0017254,-0.051781
2.9561,-4.0462,1.1481,-0.0011969,-0.0518
3.0242,-4.0462,1.1481,-0.00068531,-0.051775
3.0923,-4.0462,1.148,-0.00019076,-0.051709
3.1605,-4.0462,1.148,0.0002867,-0.051603
3.2286,-4.0462,1.1478,0.00074709,-0.051459
3.2967,-4.0462,1.1477,0.0011904,-0.051278
3.3649,-4.0462,1.1475,0.0016168,-0.051062
3.433,-4.0462,1.1473,0.0020263,-0.050813
3.5011,-4.0462,1.1471,0.002419,-0.050532
3.5693,-4.0462,1.1468,0.0027952,-0.050221
3.6374,-4.0462,1.1465,0.0031551,-0.049881
3.7055,-4.0462,1.1462,0.0034988,-0.049514
3.7737,-4.0462,1.1459,0.0038267,-0.04912
3.8418,-4.0462,1.1455,0.0041389,-0.048702
3.9099,-4.0462,1.1451,0.0044358,-0.048261
3.978,-4.0462,1.1447,0.0047177,-0.047798
4.0462,-4.0462,1.1443,0.0049849,-0.047315
4.1143,-4.0462,1.1439,0.0052378,-0.046812
4.1824,-4.0462,1.1434,0.0054766,-0.046291
4.2506,-4.0462,1.143,0.0057018,-0.045753
4.3187,-4.0462,1.1425,0.0059136,-0.0452
4.3868,-4.0462,1.142,0.0061126,-0.044632
4.455,-4.0462,1.1415,0.006299,-0.044051
4.5231,-4.0462,1.141,0.0064732,-0.043457
4.5912,-4.0462,1.1405,0.0066357,-0.042851
4.6593,-4.0462,1.1399,0.0067867,-0.042236
4.7275,-4.0462,1.1394,0.0069268,-0.04161
4.7956,-4.0462,1.1388,0.0070562,-0.040976
4.8637,-4.0462,1.1383,0.0071753,-0.040335
4.9319,-4.0462,1.1377,0.0072846,-0.039686
5,-4.0462,1.1372,0.0073827,-0.039044
0.84405,-4.1143,1.1225,-0.020714,-0.024035
0.91218,-4.1143,1.1241,-0.020159,-0.025807
0.98031,-4.1143,1.1257,-0.019528,-0.027512
1.0484,-4.1143,1.1272,-0.018879,-0.029188
1.1166,-4.1143,1.1287,-0.018218,-0.030826
1.1847,-4.1143,1.1301,-0.017546,-0.032396
1.2528,-4.1143,1.1314,-0.016866,-0.033897
1.321,-4.1143,1.1327,-0.016181,-0.035335
1.3891,-4.1143,1.134,-0.015491,-0.036708
1.4572,-4.1143,1.1352,-0.014797,-0.038015
1.5253,-4.1143,1.1363,-0.014103,-0.039256
1.5935,-4.1143,1.1373,-0.013408,-0.040432
1.6616,-4.1143,1.1383,-0.012715,-0.041542
1.7297,-4.1143,1.1393,-0.012025,-0.042587
1.7979,-4.1143,1.1402,-0.011339,-0.043567
1.866,-4.1143,1.141,-0.010657,-0.044483
1.9341,-4.1143,1.1417,-0.0099824,-0.045336
2.0023,-4.1143,1.1425,-0.0093149,-0.046125
2.0704,-4.1143,1.1431,-0.0086558,-0.046853
2.1385,-4.1143,1.1437,-0.008006,-0.04752
2.2067,-4.1143,1.1443,-0.0073663,-0.048127
2.2748,-4.1143,1.1448,-0.0067376,-0.048675
2.3429,-4.1143,1.1452,-0.0061206,-0.049166
2.411,-4.1143,1.1456,-0.0055159,-0.0496
2.4792,-4.1143,1.1459,-0.0049241,-0.04998
2.5473,-4.1143,1.1462,-0.0043457,-0.050307
2.6154,-4.1143,1.1465,-0.0037813,-0.050581
2.6836,-4.1143,1.1467,-0.0032311,-0.050805
2.7517,-4.1143,1.1469,-0.0026957,-0.050979
2.8198,-4.1143,1.147,-0.0021751,-0.051107
2.888,-4.1143,1.1471,-0.0016698,-0.051188
2.9561,-4.1143,1.1471,-0.0011798,-0.051225
3.0242,-4.1143,1.1471,-0.0007054,-0.051218
3.0923,-4.1143,1.1471,-0.00024659,-0.051171
3.1605,-4.1143,1.147,0.00019654,-0.051084
3.2286,-4.1143,1.1469,0.00062398,-0.050959
3.2967,-4.1143,1.1468,0.0010357,-0.050797
3.3649,-4.1143,1.1466,0.0014319,-0.0506
3.433,-4.1143,1.1465,0.0018125,-0.050369
3.5011,-4.1143,1.1462,0.0021778,-0.050107
3.5693,-4.1143,1.146,0.0025277,-0.049813
3.6374,-4.1143,1.1457,0.0028627,-0.049491
3.7055,-4.1143,1.1454,0.0031827,-0.049141
3.7737,-4.1143,1.1451,0.0034881,-0.048765
3.8418,-4.1143,1.1448,0.0037791,-0.048364
3.9099,-4.1143,1.1444,0.0040559,-0.047939
3.978,-4.1143,1.144,0.0043189,-0.047493
4.0462,-4.1143,1.1436,0.0045682,-0.047025
4.1143,-4.1143,1.1432,0.0048043,-0.046538
4.1824,-4.1143,1.1428,0.0050275,-0.046032
4.2506,-4.1143,1.1423,0.0052379,-0.045509
4.3187,-4.1143,1.1418,0.0054361,-0.04497
4.3868,-4.1143,1.1414,0.0056223,-0.044416
4.455,-4.1143,1.1409,0.0057969,-0.043848
4.5231,-4.1143,1.1404,0.0059602,-0.043268
4.5912,-4.1143,1.1399,0.0061126,-0.042675
4.6593,-4.1143,1.1393,0.0062544,-0.042072
4.7275,-4.1143,1.1388,0.0063859,-0.041458
4.7956,-4.1143,1.1383,0.0065076,-0.040836
4.8637,-4.1143,1.1377,0.0066198,-0.040205
4.9319,-4.1143,1.1372,0.0067228,-0.039567
5,-4.1143,1.1366,0.0068154,-0.038934
0.84405,-4.1824,1.1215,-0.019058,-0.023338
0.91218,-4.1824,1.1231,-0.018552,-0.025088
0.98031,-4.1824,1.1246,-0.017975,-0.026788
1.0484,-4.1824,1.1261,-0.017382,-0.028454
1.1166,-4.1824,1.1276,-0.016778,-0.030081
1.1847,-4.1824,1.129,-0.016164,-0.031642
1.2528,-4.1824,1.1304,-0.015543,-0.033137
1.321,-4.1824,1.1316,-0.014916,-0.03457
1.3891,-4.1824,1.1329,-0.014284,-0.035939
1.4572,-4.1824,1.1341,-0.01365,-0.037245
1.5253,-4.1824,1.1352,-0.013015,-0.038486
1.5935,-4.1824,1.1362,-0.012379,-0.039663
1.6616,-4.1824,1.1372,-0.011744,-0.040776
1.7297,-4.1824,1.1382,-0.011112,-0.041826
1.7979,-4.1824,1.1391,-0.010483,-0.042811
1.866,-4.1824,1.1399,-0.0098582,-0.043734
1.9341,-4.1824,1.1407,-0.0092394,-0.044594
2.0023,-4.1824,1.1414,-0.0086271,-0.045393
2.0704,-4.1824,1.1421,-0.0080223,-0.046131
2.1385,-4.1824,1.1427,-0.0074258,-0.046808
2.2067,-4.1824,1.1432,-0.0068385,-0.047427
2.2748,-4.1824,1.1437,-0.006261,-0.047988
2.3429,-4.1824,1.1442,-0.0056941,-0.048492
2.411,-4.1824,1.1446,-0.0051383,-0.048941
2.4792,-4.1824,1.145,-0.0045942,-0.049335
2.5473,-4.1824,1.1453,-0.0040623,-0.049677
2.6154,-4.1824,1.1455,-0.0035429,-0.049967
