"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
3.4208,0.21144,0.005,0.11692,-0.019728,3.3637e-18,-0.09603
18.941,2.8678,0.005,1.0498,-0.005927,4.3101e-21,-0.00022059
16.963,-1.8146,0.005,0.98174,0.0093389,3.2964e-22,-1.6153e-05
16.754,-1.1902,0.005,0.86008,0.010793,1.7862e-21,0.00016658
18.172,-2.3135,0.005,1.0286,0.0072492,3.4641e-22,-0.00014484
18.194,-3.2665,0.005,1.0554,0.0057045,9.287e-21,-0.00051891
19.385,-1.841,0.005,0.97785,0.0082578,-1.7455e-21,-2.4629e-06
18.173,-1.3747,0.005,0.90121,0.0095929,2.4162e-21,6.3619e-05
2.3565,1.5956,0.005,1.1465,0.0016661,1.3223e-18,-0.12126
7.9976,4.9004,0.005,1.0688,-0.010267,-1.1438e-18,-0.016556
-7.5854,0.48682,0.005,0.99662,0.0014352,9.0812e-18,0.066744
0.044033,-7.6182,0.005,1.0428,-0.013486,9.6412e-19,0.0041896
-0.65039,-0.011177,0.005,0.21369,-0.017319,-8.051e-19,0.54244
0.6128,-0.23561,0.005,-0.023679,-0.043645,3.6404e-19,-0.26685
15.732,-1.7979,0.005,0.98314,0.010411,-2.3866e-20,-0.00052181
0.95173,-2.558,0.005,1.1244,-0.075594,2.837e-18,-0.073857
-1.6755,-2.211,0.005,0.99424,-0.099219,1.1248e-18,0.06204
-0.09565,0.71176,0.005,1.0062,0.30938,9.2951e-22,-0.32537
-1.3182,-3.9351,0.005,1.0344,-0.060356,-3.6016e-19,0.020263
5.004,-6.1044,0.005,1.0709,0.00054759,4.4176e-18,-0.021954
1.9754,0.87219,0.005,0.70038,-0.034186,-2.4701e-18,-0.17337
14.127,-3.5296,0.005,1.0592,0.0080374,-2.6267e-20,-0.0029782
6.1776,1.573,0.005,1.0121,-0.035881,1.8937e-20,-0.027027
-3.9014,-3.2133,0.005,0.99693,-0.034336,2.0687e-18,0.061202
-5.3623,-4.8411,0.005,1.0035,-0.017551,2.7487e-19,0.050475
-3.7682,-2.4885,0.005,0.98785,-0.036396,-6.271e-19,0.07191
-3.4528,-4.4672,0.005,1.0098,-0.033356,-5.1471e-18,0.044911
-2.0665,-4.1134,0.005,1.022,-0.050689,5.654e-20,0.03302
4.768,0.045149,0.005,0.20328,-0.0037513,4.9058e-21,-0.048611
6.9815,0.80568,0.005,0.66799,-0.035264,-1.012e-19,-0.016332
-0.64043,-0.12637,0.005,0.25414,-0.21211,-6.0216e-19,0.50647
1.5556,0.12094,0.005,-0.074053,-0.0060532,-1.7809e-18,-0.21032
0.71433,0.92422,0.005,0.95585,0.062493,2.0585e-18,-0.24146
0.64544,-0.13978,0.005,-0.030102,-0.03189,3.4711e-19,-0.25836
17.416,1.3146,0.005,0.88935,-0.010182,5.0177e-21,0.00018408
2.3547,-1.7832,0.005,1.1554,-0.009174,2.0564e-18,-0.11208
0.11939,3.3019,0.005,1.0768,0.075776,-1.2682e-19,-0.023528
14.59,-1.5644,0.005,0.94746,0.012505,9.904e-21,-0.00061734
0.33068,-0.95794,0.005,1.1313,-0.1648,3.4849e-19,-0.25369
0.94068,-0.040626,0.005,-0.082328,-0.0046212,-1.1866e-18,-0.24764
-0.3274,-2.1414,0.005,1.0714,-0.14112,1.3045e-19,-0.02234
12.886,-3.6559,0.005,1.0605,0.0091781,2.7069e-20,-0.0044004
1.7909,7.6195,0.005,1.0542,0.0091982,3.3542e-19,-0.0076237
7.7938,-2.3615,0.005,1.0694,0.02182,-1.5038e-19,-0.015824
18.554,-4.1942,0.005,1.0554,0.0050802,-1.0358e-20,-0.00063676
1.6419,-0.47911,0.005,0.18793,0.024409,1.7933e-20,-0.20398
2.4791,-0.36731,0.005,0.12974,0.032495,-5.9593e-19,-0.14761
17.165,-3.6505,0.005,1.0569,0.0058291,5.5964e-21,-0.0010821
3.1432,-3.479,0.005,1.1049,-0.0089908,-4.8851e-19,-0.051511
0.57688,1.1002,0.005,1.1652,0.13177,2.3665e-18,-0.21863
8.6852,-3.2308,0.005,1.0699,0.015922,-1.9052e-20,-0.01322
-0.55958,0.35863,0.005,0.50878,0.50609,6.3573e-19,0.25587
1.3533,1.8225,0.005,1.1718,0.064796,-3.114e-18,-0.12701
-0.89419,0.70078,0.005,0.82317,0.28155,-2.4314e-19,0.1854
-3.443,1.0703,0.005,0.96041,0.028515,9.4081e-19,0.1013
12.151,3.7668,0.005,1.0613,-0.0098649,9.0982e-20,-0.0055305
11.43,3.8417,0.005,1.0624,-0.010605,1.7762e-19,-0.0067992
9.1464,0.72874,0.005,0.66578,-0.023264,5.4588e-20,-0.0058112
9.6443,-0.10855,0.005,0.49593,0.0040061,-6.5965e-20,-0.0036583
6.5997,-0.52258,0.005,0.49384,0.029302,-1.0826e-19,-0.019002
19.388,-0.55173,0.005,0.73892,0.0057458,1.4005e-21,0.00036828
-0.25926,-5.9923,0.005,1.0466,-0.028468,-1.4081e-20,0.0033398
-1.1907,-5.0363,0.005,1.0377,-0.041464,-1.1005e-18,0.014763
-0.42001,-0.49586,0.005,0.72874,-0.54975,1.0889e-19,-0.032547
15.362,2.401,0.005,1.0414,-0.008658,-7.3447e-21,-0.0010098
0.76793,0.66163,0.005,0.43069,0.0056672,1.6407e-18,-0.25872
19.394,-2.5143,0.005,1.0371,0.0065386,3.1269e-22,-7.157e-05
14.312,0.065257,0.005,0.61872,-0.0013556,2.8568e-21,0.00018686
12.899,-0.47264,0.005,0.64629,0.0099517,-3.7567e-21,-0.00028202
8.5913,0.092977,0.005,0.45146,-0.0042348,-6.3577e-21,-0.006414
-0.42687,-0.76539,0.005,0.99808,-0.45577,1.6498e-19,-0.048459
-0.87764,-0.31453,0.005,0.61082,-0.22762,-7.3576e-19,0.35076
11.488,-2.2669,0.005,1.0475,0.01399,6.6881e-20,-0.0041141
-0.94174,0.13391,0.005,0.57226,0.097034,-2.2353e-19,0.39548
0.57492,0.308,0.005,-0.012331,0.04304,-8.8065e-19,-0.27556
11.318,1.7839,0.005,1.0025,-0.016732,-7.2265e-20,-0.0033721
12.028,1.7439,0.005,0.99195,-0.015654,2.6787e-20,-0.0024219
9.9053,1.3178,0.005,0.90452,-0.023109,-1.1241e-19,-0.0047381
10.735,1.645,0.005,0.9822,-0.018846,3.5449e-20,-0.0039658
10.409,0.48231,0.005,0.59896,-0.014356,-5.0061e-20,-0.0023922
9.4091,2.1488,0.005,1.0511,-0.019088,0,-0.0083505
-0.63226,0.19555,0.005,0.31706,0.31189,-2.0644e-20,0.45253
-5.6099,4.8186,0.005,1.0028,0.016174,-2.7642e-19,0.051289
-4.5673,4.0664,0.005,1.0022,0.025205,8.5618e-20,0.053888
-3.6786,3.9176,0.005,1.0044,0.034438,-7.605e-20,0.051831
5.1869,-2.6696,0.005,1.0951,0.019663,3.4449e-19,-0.039168
-0.024292,1.3397,0.005,1.1412,0.22863,3.0883e-19,-0.11475
7.7289,0.43576,0.005,0.50014,-0.020418,4.3024e-20,-0.010272
0.64828,1.5619,0.005,1.1808,0.12951,-4.3744e-18,-0.14389
0.38934,-2.2962,0.005,1.1154,-0.11012,-7.1265e-20,-0.066773
14.686,1.4944,0.005,0.93273,-0.012559,-9.0805e-21,-0.00026925
0.018989,-0.63292,0.005,0.64173,-0.10508,-3.5061e-20,-0.3993
-5.6458,-1.9808,0.005,0.99137,-0.013866,3.2679e-18,0.06996
-0.46808,0.81538,0.005,0.99104,0.42012,-4.6181e-20,-0.019459
2.324,-3.9121,0.005,1.0972,-0.023664,1.3984e-18,-0.044586
14.056,-3.9396,0.005,1.0589,0.0077155,-1.3123e-19,-0.0034343
15.211,-3.9325,0.005,1.0579,0.0067927,-1.6576e-20,-0.0024405
-3.2719,-2.1381,0.005,0.98027,-0.04507,-1.0035e-18,0.079821
15.826,0.67329,0.005,0.73167,-0.0096686,-5.7423e-22,0.0004846
16.042,-0.25687,0.005,0.66168,0.0039729,1.6384e-20,0.00049223
16.657,1.0044,0.005,0.81448,-0.010481,7.7261e-21,0.0001737
15.634,1.5909,0.005,0.94912,-0.011484,3.1672e-21,-0.00024614
8.6205,4.1086,0.005,1.0688,-0.012858,2.6351e-19,-0.014339
7.6257,3.6263,0.005,1.0738,-0.015202,-3.0073e-19,-0.018304
6.9862,3.8073,0.005,1.0765,-0.014168,1.5713e-19,-0.021636
5.3673,3.5932,0.005,1.0877,-0.011799,-5.4656e-19,-0.033026
17.52,-7.2878,0.005,1.049,0.0031968,-5.3099e-20,-0.0018946
-3.3885,-2.9262,0.005,0.99447,-0.042783,-6.6983e-21,0.064125
1.1316,-3.756,0.005,1.0907,-0.047543,-4.6558e-19,-0.037951
1.7324,-3.8399,0.005,1.0957,-0.034903,-1.7679e-18,-0.042977
5.5616,-3.9318,0.005,1.0841,0.010302,-1.5802e-19,-0.030071
18.206,-0.7843,0.005,0.77136,0.0081237,-3.586e-21,0.00039666
17.665,-0.4638,0.005,0.70851,0.0058133,1.0714e-20,0.00040209
17.037,-2.7751,0.005,1.0506,0.006733,1.3616e-20,-0.00064594
3.2549,-1.2397,0.005,0.97921,0.04276,3.6696e-18,-0.097805
2.1712,-2.5986,0.005,1.1324,-0.027541,-2.3169e-18,-0.080554
11.84,-0.010791,0.005,0.56048,0.00027739,9.6539e-21,-0.00083512
11.77,-1.163,0.005,0.85051,0.018208,-2.7551e-20,-0.0017375
16.403,1.8996,0.005,0.99533,-0.0095757,9.2074e-21,-0.00032706
-1.0235,-1.0171,0.005,0.91037,-0.22013,1.1492e-18,0.12418
1.7832,3.9622,0.005,1.0934,0.032991,6.3189e-19,-0.040848
1.1922,3.8536,0.005,1.0894,0.044969,6.8785e-19,-0.036688
6.2043,-1.5486,0.005,1.0064,0.036168,8.199e-19,-0.026693
6.6548,-3.1484,0.005,1.0804,0.01786,-3.7351e-19,-0.02422
6.1269,-3.5076,0.005,1.0827,0.014789,-1.7304e-18,-0.027535
-1.2238,-0.67432,0.005,0.82636,-0.17052,1.9753e-18,0.20715
16.7,3.6235,0.005,1.0572,-0.0060654,-2.1176e-20,-0.0013049
2.3718,0.50115,0.005,0.25386,-0.04041,2.4781e-18,-0.15364
5.657,-3.3678,0.005,1.0869,0.014577,-7.5221e-19,-0.031615
15.203,0.41267,0.005,0.66986,-0.0066128,6.3394e-22,0.00048282
15.61,-0.5115,0.005,0.69305,0.0077024,8.497e-21,0.00016346
18.135,1.5473,0.005,0.93378,-0.0096087,1.3636e-23,0.00012911
17.207,2.2196,0.005,1.0251,-0.0079118,3.821e-21,-0.00019848
14.993,-5.5179,0.005,1.055,0.005591,-1.9919e-19,-0.0036579
0.58243,0.4202,0.005,0.045959,0.029234,1.04e-19,-0.28178
4.5492,-1.6127,0.005,1.0602,0.03719,-4.2267e-20,-0.054514
3.7128,-2.3194,0.005,1.1193,0.012723,-3.6555e-18,-0.065431
-3.7651,1.5052,0.005,0.97274,0.029758,8.482e-19,0.088752
-4.2049,2.2715,0.005,0.98657,0.02898,-2.2505e-18,0.073863
1.6367,2.2781,0.005,1.1467,0.048276,-1.225e-18,-0.097005
17.845,3.0933,0.005,1.0545,-0.0059598,-1.7112e-20,-0.00057051
8.9072,1.1424,0.005,0.84479,-0.027135,-1.91e-20,-0.0067012
6.8917,-1.4656,0.005,0.97337,0.034614,1.1232e-19,-0.01917
6.4455,3.4738,0.005,1.0808,-0.015593,3.0992e-19,-0.02535
8.2185,-1.772,0.005,1.024,0.025581,-2.15e-20,-0.011896
0.46811,-0.43311,0.005,0.036585,-0.017703,1.5333e-19,-0.30078
8.7516,-1.0576,0.005,0.80701,0.027638,-9.0749e-20,-0.0075011
7.855,-0.69205,0.005,0.62291,0.027999,-1.3273e-19,-0.010267
0.1191,0.62366,0.005,0.51007,0.033923,7.5487e-19,-0.3915
-4.1461,1.6221,0.005,0.97838,0.02523,1.4263e-18,0.083207
5.4433,2.3562,0.005,1.092,-0.024114,-9.7826e-19,-0.03694
3.8425,2.1714,0.005,1.1179,-0.017368,-1.3818e-18,-0.065062
6.0385,2.9729,0.005,1.0855,-0.018669,1.2233e-19,-0.029344
17.971,2.4524,0.005,1.0375,-0.0069693,-2.1589e-21,-0.00031769
-3.5447,-0.58927,0.005,0.95599,-0.016034,-1.0484e-18,0.10611
0.28131,0.72212,0.005,0.71243,0.053187,1.4283e-18,-0.3231
-2.2651,-0.43017,0.005,0.89837,-0.034232,-5.5574e-19,0.15922
12.13,-2.1498,0.005,1.0378,0.013383,2.0901e-20,-0.0030387
3.6565,5.6995,0.005,1.0743,0.0062956,1.8866e-18,-0.02464
3.6325,-3.2623,0.005,1.1055,-0.00015661,-6.7192e-19,-0.051519
4.454,-3.5716,0.005,1.0947,0.006232,-2.0681e-18,-0.040605
5.0315,-3.7439,0.005,1.0889,0.0090043,-3.3115e-20,-0.034747
8.072,1.4102,0.005,0.94408,-0.029613,-9.2462e-20,-0.011223
0.4569,-3.4134,0.005,1.0843,-0.067141,-2.2101e-20,-0.031322
-3.8886,0.48475,0.005,0.96305,0.010627,5.1477e-18,0.099421
12.957,3.3976,0.005,1.0605,-0.0093977,-8.1038e-20,-0.0040231
5.082,1.5593,0.005,1.033,-0.039144,-1.3191e-18,-0.043594
6.3143,1.046,0.005,0.79907,-0.04141,-1.8169e-18,-0.02371
7.2321,1.6707,0.005,1.0176,-0.030314,4.03e-19,-0.017334
15.434,3.6225,0.005,1.0581,-0.0068531,-1.4505e-20,-0.0020573
16.936,-0.66008,0.005,0.73654,0.0081931,-6.4486e-21,0.00036413
2.8009,1.4402,0.005,1.09,-0.02254,-8.1088e-19,-0.11105
5.6973,1.3277,0.005,0.94418,-0.042158,-8.4594e-19,-0.033061
0.56624,-0.40339,0.005,0.030099,-0.030749,-2.4607e-19,-0.28183
3.2341,1.3787,0.005,1.0429,-0.035851,-5.685e-18,-0.095687
5.3605,-1.5593,0.005,1.0264,0.038561,-7.5205e-19,-0.038605
-1.5549,1.1747,0.005,0.92145,0.12935,1.5405e-18,0.13001
7.1945,4.468,0.005,1.0732,-0.011275,1.0876e-18,-0.019937
3.984,-4.4526,0.005,1.0872,-0.0025999,9.1693e-19,-0.034845
-3.1477,1.5561,0.005,0.96586,0.043565,2.1227e-19,0.094894
0.63106,0.079551,0.005,-0.026329,0.019753,-1.8031e-19,-0.25508
-1.9174,3.538,0.005,1.0191,0.061895,-9.0627e-20,0.036827
3.2266,2.7516,0.005,1.1188,0.0016351,2.8725e-18,-0.06509
-1.4494,-1.7897,0.005,0.97959,-0.12519,2.7047e-19,0.074289
2.9976,-5.7029,0.005,1.0733,-0.011044,-2.3358e-19,-0.023583
12.186,2.8161,0.005,1.0596,-0.011302,1.0732e-19,-0.0041251
1.6708,-4.5652,0.005,1.0816,-0.029934,2.4338e-18,-0.029666
-1.4464,-3.4023,0.005,1.0277,-0.071581,2.9169e-19,0.02793
-1.5483,-0.24827,0.005,0.80505,-0.050586,-1.5866e-18,0.23799
-0.54977,-0.30946,0.005,0.40819,-0.46846,6.6367e-20,0.30834
11.084,1.214,0.005,0.86635,-0.019864,1.6387e-20,-0.0022318
6.3148,-2.7926,0.005,1.0836,0.020393,1.2753e-19,-0.027068
-0.76639,1.3739,0.005,0.99887,0.21731,6.622e-19,0.040258
-0.63663,-1.2522,0.005,1.0087,-0.2507,4.3793e-19,0.022731
16.203,2.7216,0.005,1.0507,-0.0073106,-1.3299e-20,-0.00096429
17.009,3.0292,0.005,1.0547,-0.0063944,5.5788e-21,-0.00082337
5.1465,-0.7069,0.005,0.56231,0.045381,-6.1135e-20,-0.040933
7.139,-2.3084,0.005,1.0731,0.023673,-6.7346e-19,-0.019901
13.882,0.68488,0.005,0.71408,-0.01143,-6.9425e-21,-8.3308e-05
17.67,-3.4498,0.005,1.0564,0.0057449,5.3118e-21,-0.00077337
5.5922,0.26517,0.005,0.32032,-0.020026,6.6986e-19,-0.031497
7.4177,-1.3445,0.005,0.92764,0.03323,-6.333e-20,-0.014847
10.975,-3.2177,0.005,1.0636,0.012373,-2.9862e-19,-0.0067423
12.493,5.2861,0.005,1.0583,-0.007411,7.4597e-19,-0.006485
5.9035,-0.63479,0.005,0.53364,0.037367,4.3278e-19,-0.027665
9.1316,-0.71475,0.005,0.65797,0.023004,-8.9481e-20,-0.0054942
19.348,3.034,0.005,1.0522,-0.0056743,-5.5038e-21,-0.000152
-0.85807,-3.6829,0.005,1.0447,-0.068715,-7.4665e-20,0.0098279
-2.5663,-3.2419,0.005,1.0051,-0.055614,-2.6343e-18,0.052101
16.21,-1.1415,0.005,0.84874,0.011289,1.0045e-20,0.00032945
8.4875,-4.8953,0.005,1.0673,0.010406,-1.4815e-18,-0.014913
6.8861,-4.108,0.005,1.0759,0.01253,-2.2945e-19,-0.021793
7.6734,-4.0835,0.005,1.0724,0.013167,-2.5538e-19,-0.018086
6.2194,-4.0123,0.005,1.0797,0.011867,-4.7675e-19,-0.025652
-0.076748,-0.71863,0.005,1.0086,-0.29733,-7.4159e-19,-0.32924
12.98,1.281,0.005,0.88587,-0.015741,-6.3794e-21,-0.00087168
0.62546,-1.5294,0.005,1.183,-0.13315,1.4019e-18,-0.14738
0.08337,-3.6571,0.005,1.0705,-0.066083,1.9583e-19,-0.017122
13.437,-1.1993,0.005,0.86194,0.014953,9.4359e-21,-0.00072462
1.9736,0.29543,0.005,0.043353,-0.022265,-3.4303e-18,-0.18111
16.127,-2.1623,0.005,1.0232,0.0087832,-1.1902e-20,-0.0005662
-2.3697,0.52175,0.005,0.90827,0.036069,5.4356e-18,0.15017
13.98,1.5507,0.005,0.94652,-0.013364,2.1484e-21,-0.00074845
1.2292,-0.56594,0.005,0.28471,0.011793,2.8684e-18,-0.23077
-3.4076,-3.423,0.005,1.001,-0.040493,3.1114e-19,0.056412
1.1904,2.8942,0.005,1.1158,0.059851,8.1117e-20,-0.064037
7.0885,-0.36282,0.005,0.44296,0.019841,1.2136e-19,-0.014832
0.43792,1.2915,0.005,1.1974,0.16719,1.291e-18,-0.17763
8.1096,3.8861,0.005,1.0712,-0.013921,1.0917e-19,-0.016217
-4.6009,-4.045,0.005,1.002,-0.025051,-1.959e-18,0.054087
2.5503,-0.95662,0.005,0.77288,0.045691,4.3476e-18,-0.13598
4.4607,0.31628,0.005,0.25847,-0.027383,2.3221e-19,-0.056957
2.149,3.5859,0.005,1.1038,0.02788,9.3771e-19,-0.05104
2.638,3.4465,0.005,1.1074,0.017975,4.2296e-19,-0.054357
3.141,3.6232,0.005,1.1023,0.0096109,6.8469e-19,-0.049094
18.111,-3.8313,0.005,1.0563,0.0053811,-1.4577e-20,-0.00073458
3.1952,-2.3407,0.005,1.128,0.0035068,1.1855e-20,-0.074798
-0.7744,4.4764,0.005,1.0455,0.050917,3.2114e-19,0.0077282
-0.87189,5.9721,0.005,1.04,0.029603,-8.5885e-21,0.010274
12.191,-1.4901,0.005,0.94126,0.016545,7.6465e-21,-0.0019061
12.492,1.891,0.005,1.0107,-0.014057,-5.3561e-20,-0.0021706
0.43819,0.90221,0.005,1.0223,0.11038,1.3436e-18,-0.26298
-2.9994,4.73,0.005,1.0149,0.035111,-2.1183e-18,0.038959
-3.9461,-7.8901,0.005,1.0144,-0.0099386,-4.8264e-18,0.032851
19.518,1.6811,0.005,0.9542,-0.0086009,-1.1382e-20,0.00019088
14.214,-4.6965,0.005,1.0574,0.0068663,9.2013e-20,-0.0039068
12.072,2.3415,0.005,1.0486,-0.012743,8.4752e-22,-0.0034936
8.16,-3.3245,0.005,1.0719,0.01617,1.7667e-19,-0.015572
0.15775,-0.65361,0.005,0.58667,-0.043786,-3.9594e-19,-0.37387
-1.9481,-1.6522,0.005,0.96048,-0.094719,3.5072e-18,0.096567
11.287,2.5988,0.005,1.0587,-0.013265,2.155e-20,-0.0050612
7.7848,3.0761,0.005,1.0739,-0.017788,1.6531e-19,-0.01718
-0.56475,-2.4372,0.005,1.054,-0.1203,6.0162e-20,-0.0017468
-0.57347,0.65748,0.005,0.86785,0.4572,-6.1204e-19,0.078883
14.601,-0.34633,0.005,0.65064,0.0060667,3.687e-22,0.00011767
-1.2353,0.15057,0.005,0.71764,0.053273,1.7559e-18,0.30459
-0.053562,0.89393,0.005,1.1639,0.32119,-1.8469e-18,-0.23631
15.148,-0.71976,0.005,0.73455,0.010363,4.9038e-21,9.6131e-05
0.29643,-0.53786,0.005,0.16909,0.01759,-9.3159e-19,-0.35007
1.8722,1.6948,0.005,1.1697,0.029817,-1.9719e-18,-0.12981
18.98,2.3834,0.005,1.031,-0.0068885,2.1272e-22,-0.00010823
18.426,2.718,0.005,1.0469,-0.0062815,1.5331e-21,-0.00028287
5.6144,-2.3881,0.005,1.09,0.023969,-4.6716e-19,-0.034707
3.6834,3.3632,0.005,1.1034,0.00022508,1.7771e-18,-0.049544
-2.6577,-1.824,0.005,0.96903,-0.061445,-7.6249e-19,0.090485
0.69513,-0.0018785,0.005,-0.04052,-0.00069317,-1.0254e-18,-0.25369
1.1474,-1.3234,0.005,1.1767,-0.072544,-6.1883e-19,-0.17735
12.155,0.18771,0.005,0.57951,-0.0046983,-2.5328e-20,-0.00073234
17.628,0.92815,0.005,0.80103,-0.0093594,1.086e-20,0.00023113
7.0742,-3.5636,0.005,1.0768,0.015502,-1.3634e-19,-0.021284
7.4886,2.4454,0.005,1.073,-0.021934,3.9058e-19,-0.017829
-2.46,2.7404,0.005,0.99669,0.063599,-7.8433e-19,0.0613
12.11,-0.733,0.005,0.70916,0.015089,-3.7784e-21,-0.00090308
-1.9548,-6.2898,0.005,1.0282,-0.025079,2.3065e-19,0.021604
16.39,-3.6231,0.005,1.0574,0.0062452,-2.0495e-20,-0.0014641
9.8549,-0.63395,0.005,0.63892,0.019054,-1.2382e-20,-0.0033945
10.223,2.5324,0.005,1.0608,-0.01548,-1.0091e-19,-0.0070509
1.1397,-0.054914,0.005,-0.094126,-0.0016434,1.8543e-18,-0.23759
10.093,-1.2172,0.005,0.86992,0.022953,5.5523e-20,-0.0040365
-1.4434,2.0446,0.005,0.99448,0.11552,1.4102e-18,0.060447
-2.5489,1.2856,0.005,0.94696,0.059253,-1.5259e-18,0.11256
13.832,3.4387,0.005,1.0595,-0.0084017,-5.7561e-21,-0.0031596
-0.84679,-1.6553,0.005,1.0106,-0.17599,6.1149e-19,0.036089
9.025,-1.2139,0.005,0.87096,0.026878,-2.3236e-19,-0.0067004
0.87363,-0.6972,0.005,0.49326,-0.003353,1.716e-18,-0.24907
16.581,5.6718,0.005,1.0534,-0.004763,0,-0.0023388
-0.1918,1.9204,0.005,1.0871,0.15964,7.9787e-19,-0.041304
0.42652,-0.71329,0.005,0.60777,-0.023822,-6.0432e-19,-0.29556
18.806,4.0466,0.005,1.0556,-0.0050909,1.1118e-20,-0.00050022
8.923,2.6922,0.005,1.0678,-0.017587,2.2357e-19,-0.011339
8.826,-2.276,0.005,1.0602,0.01987,-4.1274e-19,-0.010662
18.008,0.25556,0.005,0.68796,-0.0033076,-2.2771e-20,0.00047829
-3.409,7.1432,0.005,1.0172,0.015261,-1.6818e-18,0.031193
19.191,4.0401,0.005,1.0554,-0.0050398,2.0651e-21,-0.0003376
18.742,1.7519,0.005,0.9657,-0.0085378,-7.3138e-21,-7.1896e-05
9.2907,0.44608,0.005,0.5557,-0.016105,-4.5456e-20,-0.0046798
8.3055,2.058,0.005,1.0528,-0.022742,4.359e-19,-0.012336
10.888,0.5027,0.005,0.61463,-0.01397,-3.0957e-20,-0.0017625
9.4147,1.3006,0.005,0.90057,-0.024915,2.5904e-20,-0.006069
9.924,0.45598,0.005,0.57835,-0.014881,7.4798e-20,-0.0031961
9.0775,1.8271,0.005,1.0239,-0.022298,5.9092e-20,-0.0085536
13.314,1.484,0.005,0.93427,-0.014751,-1.5694e-20,-0.00098798
13.657,3.1722,0.005,1.0594,-0.0088792,-1.5493e-21,-0.0030154
17.805,-3.7629,0.005,1.0565,0.0055108,3.8979e-21,-0.00084301
-0.13016,-3.2381,0.005,1.0692,-0.080717,-9.3703e-20,-0.015664
9.0459,-1.8609,0.005,1.0282,0.022204,-1.3098e-19,-0.0088188
4.0774,-0.70318,0.005,0.51977,0.050463,1.3471e-18,-0.069455
4.1199,-1.6492,0.005,1.0803,0.034036,-1.6017e-18,-0.064625
13.594,-0.048718,0.005,0.6035,0.0010721,1.6011e-22,4.3566e-05
13.547,0.57869,0.005,0.68265,-0.010688,9.7705e-21,-2.0283e-05
11.565,-3.2647,0.005,1.0625,0.011416,-8.39e-20,-0.0057535
-4.0482,-2.0691,0.005,0.98326,-0.030236,-2.697e-18,0.077475
-0.2858,0.49775,0.005,0.55102,0.33003,-7.3088e-19,-0.23324
6.5345,0.11688,0.005,0.3447,-0.007677,-6.2774e-19,-0.019263
-3.0844,0.12027,0.005,0.93792,0.0049202,1.4648e-18,0.12347
18.312,0.77738,0.005,0.77175,-0.0082662,2.1414e-20,0.00035339
8.9939,3.5469,0.005,1.0686,-0.014408,-1.5318e-19,-0.012535
9.5693,3.4244,0.005,1.0669,-0.014012,-1.227e-19,-0.01051
17.913,3.4982,0.005,1.0564,-0.0056155,2.5002e-20,-0.00070527
-4.1822,-1.6883,0.005,0.97951,-0.025338,-1.8468e-18,0.081938
-0.74751,0.037185,0.005,0.36596,0.05033,4.8505e-19,0.49518
-1.0942,0.55018,0.005,0.77615,0.19525,-1.7466e-18,0.24283
3.8963,-1.2584,0.005,0.95935,0.047284,-6.8434e-19,-0.073559
0.8457,0.4445,0.005,0.10978,0.017025,2.6159e-18,-0.25843
-0.10531,-0.55896,0.005,0.48133,-0.13248,6.3572e-19,-0.41402
6.3931,1.7902,0.005,1.0488,-0.031513,-1.0828e-20,-0.025289
-0.64275,-0.22723,0.005,0.37277,-0.34672,-4.3894e-19,0.42438
-0.24016,-0.51528,0.005,0.53287,-0.27111,4.8333e-19,-0.29954
17.003,-2.4326,0.005,1.0386,0.007454,-4.4649e-21,-0.00049921
-1.9475,-1.1001,0.005,0.92152,-0.090412,6.2879e-19,0.13413
-0.2686,0.77599,0.005,1.0851,0.44107,5.0839e-19,-0.17253
19.058,-4.2772,0.005,1.055,0.0049619,-9.4217e-21,-0.00042002
18.878,0.52297,0.005,0.73016,-0.0057381,-4.9272e-21,0.00038548
4.3174,2.4189,0.005,1.1083,-0.017926,-5.1982e-19,-0.05334
4.0809,2.7997,0.005,1.1076,-0.010254,-1.5622e-18,-0.052782
-0.18222,0.53781,0.005,0.51598,0.20562,-2.6517e-19,-0.36543
-1.4625,3.125,0.005,1.0241,0.078304,1.6844e-19,0.031827
10.9,3.3077,0.005,1.0638,-0.012316,-5.2653e-20,-0.0070421
18.181,-1.6907,0.005,0.95955,0.0090286,3.3234e-21,3.16e-05
18.165,-2.9371,0.005,1.0521,0.0060441,3.8141e-21,-0.00041651
17.573,-2.3897,0.005,1.0349,0.0072941,5.5217e-21,-0.00031566
17.555,-1.4349,0.005,0.91389,0.0099016,-2.1434e-21,0.00026468
18.781,-3.188,0.005,1.0544,0.0056262,9.4253e-21,-0.00031804
18.781,-2.2408,0.005,1.0213,0.0072932,-1.3258e-22,-3.8727e-05
18.785,-0.96855,0.005,0.81475,0.0086649,-5.5766e-22,0.00018326
8.4451,-0.92974,0.005,0.74903,0.02893,2.5405e-19,-0.0083686
8.3752,-0.37896,0.005,0.50551,0.016769,-2.2749e-19,-0.0071024
14.71,0.38793,0.005,0.65882,-0.0067192,1.8626e-22,0.00014173
-4.4299,0.62559,0.005,0.97354,0.0097708,2.1088e-18,0.08924
0.87335,0.19195,0.005,-0.049253,0.022083,4.7721e-21,-0.25256
6.4608,-3.5421,0.005,1.0804,0.015108,2.9795e-19,-0.025121
13.156,4.1066,0.005,1.0595,-0.0083543,0,-0.0045768
0.65301,-0.54237,0.005,0.21151,-0.0090494,-2.5268e-20,-0.27227
